2016-4-1,103.2687185
2016-4-2,103.4212385
2016-4-3,103.5737584
2016-4-4,103.7262783
2016-4-5,103.8787982
2016-4-6,104.0313181
2016-4-7,104.183838
2016-4-8,104.336358
2016-4-9,104.4888779
2016-4-10,104.6413978
2016-4-11,104.7939177
2016-4-12,104.9464376
2016-4-13,105.0989575
2016-4-14,105.2514775
2016-4-15,105.4039974
2016-4-16,105.5565173
2016-4-17,105.7090372
2016-4-18,105.8615571
2016-4-19,106.014077
2016-4-20,106.166597
2016-4-21,106.3191169
2016-4-22,106.4716368
2016-4-23,106.6241567
2016-4-24,106.7766766
2016-4-25,106.9291966
2016-4-26,107.0817165
2016-4-27,107.2342364
2016-4-28,107.3867563
2016-4-29,107.5392762
2016-4-30,107.6917961
2016-5-1,107.8443161
2016-5-2,107.996836
2016-5-3,108.1493559
2016-5-4,108.3018758
2016-5-5,108.4543957
2016-5-6,108.6069156
2016-5-7,108.7594356
2016-5-8,108.9119555
2016-5-9,109.0644754
2016-5-10,109.2169953
2016-5-11,109.3695152
2016-5-12,109.5220352
2016-5-13,109.6745551
2016-5-14,109.827075
2016-5-15,109.9795949
2016-5-16,110.1321148
2016-5-17,110.2846347
2016-5-18,110.4371547
2016-5-19,110.5896746
2016-5-20,110.7421945
2016-5-21,110.8947144
2016-5-22,111.0472343
2016-5-23,111.1997542
2016-5-24,111.3522742
2016-5-25,111.5047941
2016-5-26,111.657314
2016-5-27,111.8098339
2016-5-28,111.9623538
2016-5-29,112.1148737
2016-5-30,112.2673937
2016-5-31,112.4199136
2016-6-1,112.5724335
2016-6-2,112.7249534
2016-6-3,112.8774733
2016-6-4,113.0299933
2016-6-5,113.1825132
2016-6-6,113.3350331
2016-6-7,113.487553
2016-6-8,113.6400729
2016-6-9,113.7925928
2016-6-10,113.9451128
2016-6-11,114.0976327
2016-6-12,114.2501526
2016-6-13,114.4026725
2016-6-14,114.5551924
2016-6-15,114.7077123
2016-6-16,114.8602323
2016-6-17,115.0127522
2016-6-18,115.1652721
2016-6-19,115.317792
2016-6-20,115.4703119
2016-6-21,115.6228319
2016-6-22,115.7753518
2016-6-23,115.9278717
2016-6-24,116.0803916
2016-6-25,116.2329115
2016-6-26,116.3854314
2016-6-27,116.5379514
2016-6-28,116.6904713
2016-6-29,116.8429912
2016-6-30,116.9955111
2016-7-1,117.148031
2016-7-2,117.3005509
2016-7-3,117.4530709
2016-7-4,117.6055908
2016-7-5,117.7581107
2016-7-6,117.9106306
2016-7-7,118.0631505
2016-7-8,118.2156705
2016-7-9,118.3681904
2016-7-10,118.5207103
2016-7-11,118.6732302
2016-7-12,118.8257501
2016-7-13,118.97827
2016-7-14,119.13079
2016-7-15,119.2833099
2016-7-16,119.4358298
2016-7-17,119.5883497
2016-7-18,119.7408696
2016-7-19,119.8933895
2016-7-20,120.0459095
2016-7-21,120.1984294
2016-7-22,120.3509493
2016-7-23,120.5034692
2016-7-24,120.6559891
2016-7-25,120.808509
2016-7-26,120.961029
2016-7-27,121.1135489
2016-7-28,121.2660688
2016-7-29,121.4185887
2016-7-30,121.5711086
2016-7-31,121.7236286
2016-8-1,121.8761485
2016-8-2,122.0286684
2016-8-3,122.1811883
2016-8-4,122.3337082
2016-8-5,122.4862281
2016-8-6,122.6387481
2016-8-7,122.791268
2016-8-8,122.9437879
2016-8-9,123.0963078
2016-8-10,123.2488277
2016-8-11,123.4013476
2016-8-12,123.5538676
2016-8-13,123.7063875
2016-8-14,123.8589074
2016-8-15,124.0114273
2016-8-16,124.1639472
2016-8-17,124.3164672
2016-8-18,124.4689871
2016-8-19,124.621507
2016-8-20,124.7740269
2016-8-21,124.9265468
2016-8-22,125.0790667
2016-8-23,125.2315867
2016-8-24,125.3841066
2016-8-25,125.5366265
2016-8-26,125.6891464
2016-8-27,125.8416663
2016-8-28,125.9941862
2016-8-29,126.1467062
2016-8-30,126.2992261
2016-8-31,126.451746
2016-9-1,126.6042659
2016-9-2,126.7567858
2016-9-3,126.9093057
2016-9-4,127.0618257
2016-9-5,127.2143456
2016-9-6,127.3668655
2016-9-7,127.5193854
2016-9-8,127.6719053
2016-9-9,127.8244253
2016-9-10,127.9769452
2016-9-11,128.1294651
2016-9-12,128.281985
2016-9-13,128.4345049
2016-9-14,128.5870248
2016-9-15,128.7395448
2016-9-16,128.8920647
2016-9-17,129.0445846
2016-9-18,129.1971045
2016-9-19,129.3496244
2016-9-20,129.5021443
2016-9-21,129.6546643
2016-9-22,129.8071842
2016-9-23,129.9597041
2016-9-24,130.112224
2016-9-25,130.2647439
2016-9-26,130.4172639
2016-9-27,130.5697838
2016-9-28,130.7223037
2016-9-29,130.8748236
2016-9-30,131.0273435
2016-10-1,131.1798634
2016-10-2,131.3323834
2016-10-3,131.4849033
2016-10-4,131.6374232
2016-10-5,131.7899431
2016-10-6,131.942463
2016-10-7,132.0949829
2016-10-8,132.2475029
2016-10-9,132.4000228
2016-10-10,132.5525427
2016-10-11,132.7050626
2016-10-12,132.8575825
2016-10-13,133.0101024
2016-10-14,133.1626224
2016-10-15,133.3151423
2016-10-16,133.4676622
2016-10-17,133.6201821
2016-10-18,133.772702
2016-10-19,133.925222
2016-10-20,134.0777419
2016-10-21,134.2302618
2016-10-22,134.3827817
2016-10-23,134.5353016
2016-10-24,134.6878215
2016-10-25,134.8403415
2016-10-26,134.9928614
2016-10-27,135.1453813
2016-10-28,135.2979012
2016-10-29,135.4504211
2016-10-30,135.602941
2016-10-31,135.755461
2016-11-1,135.9079809
2016-11-2,136.0605008
2016-11-3,136.2130207
2016-11-4,136.3655406
2016-11-5,136.5180606
2016-11-6,136.6705805
2016-11-7,136.8231004
2016-11-8,136.9756203
2016-11-9,137.1281402
2016-11-10,137.2806601
2016-11-11,137.4331801
2016-11-12,137.5857
2016-11-13,137.7382199
2016-11-14,137.8907398
2016-11-15,138.0432597
2016-11-16,138.1957796
2016-11-17,138.3482996
2016-11-18,138.5008195
2016-11-19,138.6533394
2016-11-20,138.8058593
2016-11-21,138.9583792
2016-11-22,139.1108992
2016-11-23,139.2634191
2016-11-24,139.415939
2016-11-25,139.5684589
2016-11-26,139.7209788
2016-11-27,139.8734987
2016-11-28,140.0260187
2016-11-29,140.1785386
2016-11-30,140.3310585
2016-12-1,140.4835784
2016-12-2,140.6360983
2016-12-3,140.7886182
2016-12-4,140.9411382
2016-12-5,141.0936581
2016-12-6,141.246178
2016-12-7,141.3986979
2016-12-8,141.5512178
2016-12-9,141.7037377
2016-12-10,141.8562577
2016-12-11,142.0087776
2016-12-12,142.1612975
2016-12-13,142.3138174
2016-12-14,142.4663373
2016-12-15,142.6188573
2016-12-16,142.7713772
2016-12-17,142.9238971
2016-12-18,143.076417
2016-12-19,143.2289369
2016-12-20,143.3814568
2016-12-21,143.5339768
2016-12-22,143.6864967
2016-12-23,143.8390166
2016-12-24,143.9915365
2016-12-25,144.1440564
2016-12-26,144.2965763
2016-12-27,144.4490963
2016-12-28,144.6016162
2016-12-29,144.7541361
2016-12-30,144.906656
2016-12-31,145.0591759
2017-1-1,145.2116959
2017-1-2,145.3642158
2017-1-3,145.5167357
2017-1-4,145.6692556
2017-1-5,145.8217755
2017-1-6,145.9742954
2017-1-7,146.1268154
2017-1-8,146.2793353
2017-1-9,146.4318552
2017-1-10,146.5843751
2017-1-11,146.736895
2017-1-12,146.8894149
2017-1-13,147.0419349
2017-1-14,147.1944548
2017-1-15,147.3469747
2017-1-16,147.4994946
2017-1-17,147.6520145
2017-1-18,147.8045344
2017-1-19,147.9570544
2017-1-20,148.1095743
2017-1-21,148.2620942
